product_name,cj_link,tags,posted
Brand New Trending Lace Suspender Dress,https://cjdropshipping.com/product/y2k-lace-suspender-dress-fashion-sexy-lace-long-dresses-party-evening-club-beach-clothing-for-women-p-2503040117031606500.html,"y2k,lace,suspender,dress,party,evening,club,beach",yes
